trip_type,slug,trip_title,start_date,variant_name,price_inr
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-22,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-22,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-22,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-22,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-22,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-22,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-25,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-25,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-25,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-25,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-25,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-25,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-27,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-27,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-27,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-27,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-27,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-27,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-29,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-29,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-29,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-29,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-29,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-29,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-31,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-31,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-31,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-31,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-31,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-05-31,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-02,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-02,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-02,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-02,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-02,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-02,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-07,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-07,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-07,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-07,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-07,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-07,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-09,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-09,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-09,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-09,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-09,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-09,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-14,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-14,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-14,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-14,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-14,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-14,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-16,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-16,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-16,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-16,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-16,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-16,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-21,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-21,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-21,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-21,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-21,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-21,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-23,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-23,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-23,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-23,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-23,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-23,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-28,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-28,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-28,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-28,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-28,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-28,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-29,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-29,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-29,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-29,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-29,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-06-29,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-05,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-05,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-05,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-05,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-05,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-05,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-07,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-07,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-07,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-07,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-07,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-07,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-12,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-12,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-12,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-12,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-12,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-12,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-14,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-14,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-14,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-14,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-14,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-14,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-19,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-19,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-19,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-19,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-19,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-19,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-21,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-21,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-21,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-21,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-21,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-21,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-26,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-26,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-26,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-26,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-26,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-07-26,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-02,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-02,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-02,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-02,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-02,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-02,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-04,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-04,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-04,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-04,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-04,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-04,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-09,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-09,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-09,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-09,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-09,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-09,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-11,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-11,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-11,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-11,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-11,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-11,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-16,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-16,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-16,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-16,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-16,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-16,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-18,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-18,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-18,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-18,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-18,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-18,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-23,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-23,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-23,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-23,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-23,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-23,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-25,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-25,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-25,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-25,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-25,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-25,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-30,RE Himalayan - Pillion - Double Sharing,26000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-30,RE Himalayan - Pillion - Triple Sharing,23000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-30,RE Himalayan - Solo - Double Sharing,31000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-30,RE Himalayan - Solo - Triple Sharing,28000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-30,SIC (Seat in Coach) - Double Sharing,22000
domestic,leh-to-leh-with-turtuk-5n,Leh to Leh with Turtuk 5N,2026-08-30,SIC (Seat in Coach) - Triple Sharing,19000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-02,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-02,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-02,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-02,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-02,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-02,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-05,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-05,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-05,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-05,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-05,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-05,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-07,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-07,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-07,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-07,RE Himalayan - Solo - Triple Sharing,30000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-07,SIC (Seat in Coach) - Double Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-07,SIC (Seat in Coach) - Triple Sharing,22000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-09,RE Himalayan - Pillion - Double Sharing,28000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-09,RE Himalayan - Pillion - Triple Sharing,25000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-09,RE Himalayan - Solo - Double Sharing,33000
domestic,leh-to-leh-with-turtuk-6n,Leh to Leh with Turtuk 6N,2026-04-09,RE Himalayan - Solo - Triple Sharing,30000
